1|Espere mientras se abre la aplicación|2016-05-24T09:30:24.0000000|2016-05-24T09:30:36.0000000|ManicTime|ManicTime/Applications
2|Program Manager|2016-05-24T09:30:36.0000000|2016-05-24T09:30:42.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
3||2016-05-24T09:30:24.0000000|2016-05-24T09:30:59.0000000||ManicTime/ComputerUsage
4|Licencia|2016-05-24T09:30:42.0000000|2016-05-24T09:30:48.0000000|ManicTime|ManicTime/Applications
6|Configuración|2016-05-24T09:30:48.0000000|2016-05-24T09:30:55.0000000|ManicTime|ManicTime/Applications
7|Menú Inicio|2016-05-24T09:30:55.0000000|2016-05-24T09:30:59.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
8|Extracting Files|2016-06-02T15:08:32.0000000|2016-06-02T15:08:37.0000000|Microsoft Visual C++ 2008 Redistributable|ManicTime/Applications
9|Setup|2016-06-02T15:08:37.0000000|2016-06-02T15:08:43.0000000|Microsoft® Visual Studio® 2008|ManicTime/Applications
10|Sistema operativo Microsoft® Windows®|2016-06-02T15:08:43.0000000|2016-06-02T15:08:52.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
11|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02T15:08:52.0000000|2016-06-02T15:08:57.0000000|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|ManicTime/Applications
12||2016-06-02T15:07:55.0000000|2016-06-02T15:19:51.0000000||ManicTime/ComputerUsage
13|Servicios|2016-06-02T15:08:57.0000000|2016-06-02T15:09:03.0000000|Servicios|ManicTime/Applications
14|Propiedades de Web Deployment Agent Service (Equipo local)|2016-06-02T15:09:03.0000000|2016-06-02T15:09:08.0000000|Propiedades de Web Deployment Agent Service (Equipo local)|ManicTime/Applications
15|Installers|2016-06-02T15:09:08.0000000|2016-06-02T15:09:13.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
16|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02T15:09:13.0000000|2016-06-02T15:10:13.0000000|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|ManicTime/Applications
17|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501 Setup|2016-06-02T15:10:13.0000000|2016-06-02T15:12:18.0000000|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|ManicTime/Applications
18|Microsoft Visual C++ 2008 Redistributable Setup|2016-06-02T15:12:18.0000000|2016-06-02T15:12:31.0000000|Microsoft® Visual Studio® 2008|ManicTime/Applications
19|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|2016-06-02T15:12:31.0000000|2016-06-02T15:13:43.0000000|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|ManicTime/Applications
20|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501 Setup|2016-06-02T15:13:43.0000000|2016-06-02T15:13:48.0000000|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|ManicTime/Applications
21|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|2016-06-02T15:13:48.0000000|2016-06-02T15:15:04.0000000|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|ManicTime/Applications
22|Installers|2016-06-02T15:15:04.0000000|2016-06-02T15:15:17.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
23|Setup - Wampserver64|2016-06-02T15:15:17.0000000|2016-06-02T15:15:24.0000000|wampserver3.0.4_x64_apache2.4.18_mysql5.7.11_php5.6.19-7.0.4|ManicTime/Applications
24|Installers|2016-06-02T15:15:24.0000000|2016-06-02T15:16:39.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
25|Setup - Wampserver64|2016-06-02T15:16:39.0000000|2016-06-02T15:17:15.0000000|wampserver3.0.4_x64_apache2.4.18_mysql5.7.11_php5.6.19-7.0.4|ManicTime/Applications
26|Program Manager|2016-06-02T15:17:15.0000000|2016-06-02T15:17:24.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
27|Eliminar elementos múltiples|2016-06-02T15:17:24.0000000|2016-06-02T15:17:29.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
28|Python 3.5.1 (64-bit) Setup|2016-06-02T15:17:29.0000000|2016-06-02T15:17:37.0000000|Python 3.5.1 (64-bit)|ManicTime/Applications
29|Python 3.5.1 (64-bit)|2016-06-02T15:17:37.0000000|2016-06-02T15:17:42.0000000|Python 3.5.1 (64-bit)|ManicTime/Applications
30|Sistema operativo Microsoft® Windows®|2016-06-02T15:17:42.0000000|2016-06-02T15:18:09.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
32|c:\wamp64\bin\php\php5.6.19\php.exe|2016-06-02T15:18:09.0000000|2016-06-02T15:18:27.0000000|PHP|ManicTime/Applications
33|Sistema operativo Microsoft® Windows®|2016-06-02T15:18:27.0000000|2016-06-02T15:19:23.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
34|c:\wamp64\bin\php\php5.6.19\php.exe|2016-06-02T15:19:23.0000000|2016-06-02T15:19:31.0000000|PHP|ManicTime/Applications
35|Internet Explorer|2016-06-02T15:19:31.0000000|2016-06-02T15:19:37.0000000|Internet Explorer|ManicTime/Applications
36|Program Manager|2016-06-02T15:19:37.0000000|2016-06-02T15:19:46.0000000|Sistema operativo Microsoft® Windows®|ManicTime/Applications
